a;b;c
Nová_Ves_pod_Pleší;159462;42826
Svijany;161832;45192
Hoøejany;158690;42048
Svojše;157166;40520
Vrkoslavice;162234;45580
Puleènı;162161;45504
Vrané_nad_Vltavou;159795;43131
Vrbno;158098;41427
Chudoplesy;161466;44791
Pìnèín;161904;45228
Kadešice;157474;40793
Aloisov;160323;43638
Bešetín;157567;40881
Tuškov;157311;40620
Øehnice;161254;44562
Koupì;158447;41755
Tìšnov;161445;44749
Draovice;157519;40821
Podlázky;161376;44674
Rejštejn;157250;40546
Bradlec;161444;44731
Vitanovice;161918;45197
Høivno;161035;44304
Hudèice;158501;41768
Jílovištì;159768;43028
Závišín;158348;41601
Opolenec;157313;40566
Svijanskı_Újezd;161879;45130
Ptırovec;161626;44874
Velké_Hydèice;157757;41004
Slivice;158861;42103
Horky;157104;40346
Voznice;159415;42650
Kadov;158089;41324
Radostín;162024;45256
Tchoøovice;158199;41430
Svéradice;157988;41219
Nová_Studnice;157069;40300
ichovice;157655;40884
Ptırov;161615;44841
Malé_Hydèice;157768;40987
Debø;161428;44646
Dolní_Maxov;162489;45706
Ctìnice;160475;43690
Lisovice;158691;41905
Bezno;161175;44387
Zvíøetice;161520;44730
Dolní_Slivno;160988;44198
Pole;158130;41339
Nová_Ves_u_Bakova;161570;44779
Èímice;157612;40818
Slavìtín;158485;41688
Dobøíš;159300;42502
Èihátka;161606;44807
Radoòovice;162143;45341
Chouzavá;159481;42678
Jablonec_nad_Nisou;162318;45513
Lešetice;158871;42063
Jirsko;161878;45070
Bohdašice;157379;40568
Lahovièky;160004;43191
Malı_Radkov;157265;40446
Annín;157357;40537
Hlubynì;158591;41770
Dolní_Mokropsy;159810;42989
Pøední_Poøíèí;158640;41818
Záryby;160706;43878
Velikı_Brázdim;160611;43778
Sovínky;161194;44361
Velkı_Bor;157127;40293
Horní_Mokropsy;159787;42950
Nimìøice;161266;44425
Vatìtice;157315;40473
Zadní_Poøíèí;158662;41817
Rabí;157698;40853
Køenek;160735;43888
Støíbrná_Lhota;159571;42718
Sovenice;161835;44982
Mohelnice_nad_Jizerou;161791;44933
Vrchovina;162075;45216
Všenory;159772;42912
Hodkovice_nad_Mohelkou;162131;45270
Kytín;159522;42657
Zavrice;158823;41954
Suchodol;159117;42247
Dubno;159027;42155
Rok;157512;40638
Èepice;157661;40787
Velká_Chuchle;160038;43161
Krušiny;161186;44306
Záhrobí;158428;41547
Pìtikozly;161317;44436
Dolní_Cetno;161294;44409
Zahorèièky;158168;41281
Horaïovická_Lhota;157935;41048
Rádlo;162235;45347
Døísy;160819;43931
Vojna;158848;41959
Veleò;160554;43663
Rosovice;159221;42327
Líha;159110;42216
Tøebsko;158802;41903
Proèevily;158577;41674
Dolní_Èernošice;159895;42990
eice;158898;41992
Bukovno;161430;44522
Èernošice;159872;42959
Vrabcov;157484;40570
Sonnberg;157116;40193
Rınovice;162377;45453
Záskalí;162196;45264
Narysov;158851;41913
Holšiny;159233;42294
Kobyly;161953;45013
Dobøichovice;159768;42824
Chanovice;158096;41152
Tøeboradice;160519;43573
Dobršín;157636;40683
Budìtice;157707;40754
Podhora;161841;44886
Leletice;158481;41525
Chvalèovice;162059;45103
Jeømanice;162239;45281
Vševily;158609;41648
Janov_nad_Nisou;162471;45507
Ovèáry;160810;43842
Kostelec_nad_Labem;160725;43757
Pøíbram;159008;42031
Hartmanice;157342;40364
Nezdøev;158165;41184
Krpy;161051;44070
Nedomice;160831;43848
Zdaboø;158956;41971
Tisov;158452;41466
Hrabìtice;162517;45525
Rudeè;160754;43755
Vlkonice;157761;40761
Prášily;157136;40134
Jetenovice;158006;41003
Nesvaèily;158744;41737
Kojovice;160978;43971
Ïáblice;160466;43457
Vonoklasy;159840;42830
Buøínsko;161891;44876
Øevnice;159725;42708
Lukášov;162411;45393
Hovorèovice;160572;43554
U_Lesa;159248;42227
Bílá;162127;45106
Kováò;161355;44333
Nové_Košátky;161012;43986
Jinonice;160161;43135
Halouny;159639;42610
Vacíkov;158542;41512
Èerníè;157802;40765
Tøebotov;159912;42874
Mìlnické_Vtelno;161127;44085
Trhové_Dušníky;159084;42037
Libíè;162009;44960
Vysoké_Lávky;157226;40154
Frauenthal;157259;40187
Mìšice;160634;43560
Zadní_Kopanina;160020;42945
Zamachy;161230;44154
Dolní_Staòkov;157511;40435
Øesanice;158210;41133
Lazec;158968;41889
Zámlyní;158365;41282
Kardavec;159138;42053
Tedraice;157647;40561
Újezd_u_Kasejovic;158328;41237
Glaserwald;157304;40213
Vratislavice_nad_Nisou;162380;45287
Moøinka;159805;42712
Dolní_Rokytá;161754;44658
Rašovka;162234;45136
Svinaøe;159653;42553
Šimonovice;162260;45158
Hodìmyšl;158762;41659
Pluná;161516;44412
Kozièín;158960;41854
Choteè;159957;42849
Vicmanov;161874;44762
Zadní_Tøebaò;159738;42624
Metly;158405;41291
Františkova_Ves;157513;40398
Dolní_Chabry;160468;43345
Pozdynì;158462;41337
Èeskı_Dub;162114;44989
Bílı_Potok;162796;45666
Vlèetín;162183;45052
Vrtky;161978;44845
Líbeznice;160614;43481
Pøibyslavice;161948;44814
Pakomìøice;160578;43443
Odolenov;157578;40437
Dolní_Láz;158889;41747
Lhota_u_Pøíbramì;159085;41942
Vlastìjov;157435;40284
Byšice;160993;43834
Drahlovice;159584;42424
Nantiškov;161997;44833
Horní_Pøívory;160918;43753
Zlonín;160690;43523
Malı_Chlumec;159427;42260
Voltuš;158695;41527
Neprochovy;157966;40794
Bratkovice;159169;41997
Oøech;160064;42890
Chloumek;158355;41177
Kadlín;161278;44099
ebice;161318;44137
Starı_Romitál;158739;41557
Starı_Dub;162158;44976
Podbrdy;159562;42380
Knìièky;162117;44934
Zdiby;160538;43354
Oseè;159054;41869
Veltì;160536;43344
Roveò;162102;44903
Starı_Harcov;162466;45266
Dolní_Pøívory;160919;43718
Prosíèka;161893;44685
Pilínkov;162325;45115
Všelibice;162067;44854
Valovice;161479;44266
Zbynice;157718;40504
Lobkovice;160809;43593
Zbuzany;160077;42860
Mochov;157400;40180
Svojšice;157576;40355
Nalovy;157869;40646
Støíbrné_Hory;157859;40634
Zdibsko;160598;43372
Dominikální_Paseky;159218;41991
Pøemyšlení;160538;43307
Liblice;161003;43771
Starı_Smolivec;158485;41250
Letovy;157828;40593
ivotice;158293;41056
Pouèník;159779;42541
Budòany;159803;42565
Modlibohov;162190;44946
Liteò;159692;42447
Lesnovek;162054;44805
Osov;159502;42252
Obecnice;159092;41842
Trnìnı_Újezd;159909;42656
Lešišov;157639;40386
Zalány;158828;41574
Kašovice;157681;40423
Tìchonice;157980;40714
Øepín;161173;43904
Nové_Mìsto_pod_Smrkem;162960;45688
Pøebytek;162878;45605
Budislavice;158418;41143
Neratovice;160830;43553
Sobákov;162195;44916
Všeradice;159596;42314
Lysolaje;160403;43119
Krupná;159771;42486
Chlumy;158201;40916
Pøedboj;160721;43430
Skøipel;159494;42201
Milèice;158108;40815
Vìšín;158769;41473
Pích;157544;40248
Ludvíkov_pod_Smrkem;162924;45628
Pøebudov;158385;41088
Tajná;161339;44041
Jinoèany;160105;42806
ivonín;161215;43907
Øepy;160217;42909
Krutìnice;157793;40483
Dolní_Hanychov;162374;45063
Nekvasovy;158191;40877
Ústaleè;157811;40494
Tachlovice;160046;42722
Ruzynì;160259;42932
Zlíèín;160198;42869
Klecany;160563;43234
Korno;159746;42411
Klíèany;160646;43303
Horní_Krupá;161858;44508
Karlinky;162413;45062
Hory_Matky_Boí;157657;40305
Luce;159949;42590
Pøestanice;157597;40236
Kracmanov;161979;44618
Bezdìdièky;159393;42030
Fojtka;162614;45250
Louná;158067;40702
Horní_Staòkov;157624;40256
Horòátky;160793;43424
Stránka;161354;43983
Vavøinec;161038;43654
Staré_Pavlovice;162518;45132
Hlínovištì;161641;44254
Srbsko;159799;42408
idlov;161916;44518
Zámyšl;157529;40128
Èmeliny;158364;40963
Liškov;158415;41012
elvice;158291;40887
Horomìøice;160422;43016
Zavlekov;157880;40471
Spáleništì;157468;40057
Mohelnice;158338;40925
Mìrèín;158464;41050
alov;160528;43112
Ostašov;162464;45042
Buršice;157835;40407
Na_Štìpánì;160926;43487
Nehodiv;158114;40669
Ujèín;157712;40264
Strá_nad_Nisou;162531;45080
Maòovice;158250;40795
Tobolka;159749;42292
Oseèná;162224;44764
Kuøívody;161874;44413
Korycany;160816;43351
Oldøichov_v_Hájích;162719;45251
Rejkovice;159379;41909
Zborovy;158019;40547
Lobeè;161473;44000
Malı_Újezd;161064;43589
Gerlova_Hu;157335;39859
Velhartice;157649;40169
Srbská;163164;45684
Krásná_Studánka;162584;45100
Drahelèice;160102;42609
Podmoráò;160546;43052
Suchomasty;159665;42170
Øe;160567;43072
Holièky;162158;44663
Tojice;158376;40880
Kramolín;158227;40731
Bøve;160226;42730
Statenice;160456;42956
Svatı_Jan_pod_Skalou;159901;42399
Pamferhütte;157277;39770
Vlènov;157886;40378
Úholièky;160516;43006
Lodìnice;159984;42474
Tøebèice;158347;40836
Vlèkovice;157826;40314
Obøíství;160947;43435
Hnaèov;157958;40445
Køešín;159358;41844
Dolní_Novina;162108;44594
Odolena_Voda;160747;43232
Skránèice;157930;40406
Litovice;160245;42716
Karlov_pod_Ještìdem;162477;44948
Nicov;158026;40496
Tetín;159838;42307
Plánièka;157905;40373
Druzcov;162308;44776
Kozlovice;158288;40748
Bezdìz;161708;44166
Novı_Brunst;157365;39822
Raspenava;162893;45344
Smetalky;158500;40950
Konìprusy;159747;42197
Pohoøí;158141;40587
Velkı_Borek;161105;43546
Kanina;161359;43800
Vrá;159947;42387
Vrèeò;158425;40857
Chınov;160622;43050
eleznı_Újezd;158594;41018
Chlumín;160925;43348
Mlázovy;157804;40226
Pøíbohy;161495;43916
Úhonice;160139;42559
Tuchomìøice;160433;42847
Libomyšl;159592;41996
Míšov;158783;41185
Tmaò;159703;42101
Chvalšovice;157560;39958
Nové_Mitrovice;158655;41051
Pancíø;157370;39761
Nepomuk;158356;40747
Mlınice;162705;45094
Brusné;161506;43887
Svéboøice;162108;44479
Rpety;159450;41815
Plánice;158048;40413
Lichoceves;160489;42853
Støíte;157771;40126
Kozomín;160758;43113
Lounín;159698;42051
Køíatka;159766;42112
Zlonèice;160732;43073
Svrkynì;160548;42885
Slavíky;159726;42061
Netolice;159525;41858
Podluhy;159410;41741
Neøeín;159316;41646
Ptice;160169;42498
Pazderna;160458;42786
Olešno;161496;43822
Houska;161568;43891
Kryštofovo_Údolí;162478;44800
Vojtìchov;161477;43794
Mítov;158695;41006
Onen_Svìt;157544;39842
Jesení;157589;39886
Frıdlant;162948;45239
Dobrovíz;160362;42653
Hoøín;161103;43393
Trek;157784;40067
Støedokluky;160423;42703
Zelèín;161040;43316
Konrádov;161542;43814
Bulovka;163108;45371
Støednice;161300;43561
Otmíèe;159581;41841
Chlístov;157824;40083
Okoø;160518;42776
Svárov;160198;42452
Bystré;157943;40195
Nechanice;158662;40913
Vysokı;162773;45023
Malé_Èíèovice;160497;42746
Útìchovice;162271;44519
Stašov;159627;41873
ibøidice;162362;44605
Bìloky;160421;42662
Ptákov;159349;41589
Mlazice;161192;43432
Èíèov;158815;41055
Pšovka;161157;43396
Stránice;161302;43540
Trokavec;158870;41107
Levín;159775;42012
Holubice;160650;42879
Louòová;158600;40828
Bradné;157634;39862
Vojovice;158286;40512
Tubo;161569;43786
Novotníky;158392;40607
Zdice;159719;41932
Prádlo;158411;40624
Kreslovna;158947;41160
Hole;160579;42792
Libeèov;160087;42299
Panèava;158886;41095
Šemanovice;161458;43665
Hoøehledy;158747;40941
Dolní_Vítkov;162697;44891
Trubín;159820;42007
Hoøákov;157711;39898
Tìnì;159204;41388
Radochovy;158253;40436
Vystrkov;159438;41620
Hıskov;159970;42152
Zdislava;162448;44629
Tìšetiny;157915;40090
Zdejcina;159936;42110
Jivina;159339;41513
Luec_nad_Vltavou;161028;43201
Bukol;161032;43205
Habartice;158049;40217
Sitné;161420;43577
Èernín;159768;41923
Èepinec;158298;40453
My;158566;40717
Chlustina;159609;41759
Skoøice;158969;41116
Støezimìø;157862;40008
Zbyslav;158135;40280
dírec;158572;40716
Otvovice;160677;42819
Vehlovice;161259;43399
Mikovice;160738;42878
Køivousy;160977;43116
Tlustice;159520;41657
Chyòava;160088;42222
Køištín;157880;40013
U_Nového_Mostu;162027;44159
Mìstištì;157586;39712
Trubská;159856;41980
Luèištì;158837;40960
Veltrusy;160865;42986
Horní_Pertoltice;163141;45260
Hojsova_Strá;157475;39593
Zákolany;160630;42747
Unhoš;160273;42390
Struhaøe;158688;40798
Støezivojice;161572;43673
Hoštice;157996;40094
Kozí;157782;39879
Nové_Tupadly;161412;43505
Beškov;161652;43739
Radinovy;157843;39929
Obytce;158050;40136
Datelov;157597;39680
Schödelhöfe;157494;39575
Svatá;159805;41885
Na_Rozkosi;162573;44651
Zbyny;161773;43849
Malé_Kyšice;160195;42271
Peèetín;158140;40214
Dolní_Vidim;161521;43592
Vraòany;161015;43085
Buštìhrad;160499;42567
Kluk;161636;43701
Myslovice;158102;40161
Spálené_Poøíèí;158764;40817
Stará_Skalka;161804;43856
Pøíkosice;158938;40990
Prenet;157569;39617
Døetovice;160585;42631
Tøebíšov;158184;40229
Nedamov;161688;43730
Netøeby;160424;42465
elízy;161356;43394
Libìchov;161305;43340
Minkovice;163051;45084
Jítrava;162536;44566
Noviny_pod_Ralskem;162215;44241
Spl;157706;39731
Stehelèeves;160549;42573
itín;158404;40427
Lukavice;157792;39815
Hleïsebe;160897;42915
Staré_Splavy;161882;43898
Kosmáèov;158012;40027
Velké_Pøítoèno;160373;42385
Dìpoltice;157643;39652
Chocenice;158552;40560
Mlèechvosty;161018;43020
Nová_Starost;162499;44499
Otroèinìves;159938;41936
Domalièky;158145;40142
Kaøízek;159403;41399
Cerhovice;159519;41504
Petrovièky;158194;40178
Višòova;163093;45075
Pertoltice_pod_Ralskem;162176;44157
Nové_Ouholice;160966;42947
Braškov;160326;42302
Mirošov;159001;40974
Bolešiny;158112;40085
Nová_Skalka;161827;43799
Osinalice;161582;43552
Dobøív;159090;41060
Stráov;157770;39739
Krotìjov;157710;39679
Mešno;158899;40866
Bíluky;158302;40267
Malá_Víska;157928;39892
V_Poli;163186;45146
Drozdov;159562;41522
Dolní_Suchá;162628;44588
Nové_Osinalice;161544;43502
Sobìtice;157999;39955
Valdek;160315;42270
Kotousov;158579;40530
Lehom;157826;39772
Horní_Lhota;157894;39838
Vrchovany;161770;43713
Zelená_Lhota;157576;39518
Tøenice;159541;41483
Kakejcov;158934;40873
Èernousy;163214;45151
Makov;158236;40172
Vrapice;160525;42458
Valdov;162424;44351
Uhelná;162771;44694
Opálka;157770;39692
Zahorèice;157749;39669
Velkı_Grunov;162224;44144
Grabštejn;162718;44633
Ješovice;161387;43300
Uhy;160910;42822
Slavošovice;158090;39998
Osinalièky;161552;43458
Javor;157840;39741
Tøebusice;160642;42542
Matìjovice;157631;39531
Bohatice;162141;44038
Filipovka;163163;45056
Neumìøice;160773;42660
Sazená;160977;42862
Lvová;162483;44365
Medovı_Újezd;159276;41157
Velká_Buèina;160865;42741
Mìèín;158336;40209
Kornatice;158909;40777
Nedanice;158297;40160
Skašov;158433;40294
Holousy;160636;42497
Hlemıdí;162277;44132
Dubiny;158567;40416
iznìtice;157724;39570
Nedanièky;158289;40131
Dolní_Bezdìkov;160273;42113
Letiny;158528;40366
Ves;163253;45087
Drahkov;158583;40417
Seè;158682;40515
Jablonné_v_Podještìdí;162449;44282
Pøedslav;158232;40063
Velkı_Valtinov;162379;44206
Provodín;161977;43804
Chocenickı_Újezd;158620;40440
loukovice;160048;41867
Klatovy;158066;39885
Zdemyslice;158742;40559
Budihostice;160944;42761
Lomec;157988;39803
Vacovy;157951;39760
Zvolenìves;160740;42547
Ondøejovice;157824;39631
Jestøebí;161947;43754
Hrádek_nad_Nisou;162729;44534
Tıèek;159582;41383
Milence;157679;39478
Bìleè;160180;41979
Oldøichov_na_Hranicích;162800;44598
Dolní_Dubová_Hora;161723;43520
Boíkov;162155;43946
Sirá;159429;41215
Veselá;159024;40808
Švermov;160534;42316
Novákovice;158002;39780
ákava;158816;40592
Andìlka;163207;44981
Tøebıcina;158299;40071
Libkovice_pod_Øípem;161256;43027
Zbiroh;159553;41318
Toèník;158190;39942
Janovice_nad_Úhlavou;157904;39654
Meèkov;158343;40092
Zákupy;162191;43936
Chlumánky;158757;40502
Únìtice;158670;40410
Pchery;160620;42353
Zadní_Chalupy;157587;39315
Nové_Zákupy;162247;43975
Tìškov;159367;41094
Drchlava;161846;43570
Petrovice_nad_Úhlavou;157832;39554
Svojkovice;159232;40945
Na_Januškách;159743;41454
Zátyní;161784;43491
Plískov;159499;41206
Raková;159041;40746
Rohozno;157959;39662
ilina;160320;42017
Veselí;157919;39616
Velenice;162301;43992
Nırsko;157740;39431
Bechlín;161332;43023
Štìpánovice;158169;39856
Sıkoøice;160111;41795
Lhota_pod_Radèem;159448;41132
Mošnice;161686;43368
Mnetìš;161170;42845
Hnìvice;161428;43103
iice;160788;42462
Luníkov;160811;42484
Vícenice;158226;39897
Senecká;160123;41789
Stáhlavice;158911;40573
Horšice;158501;40159
Radouò;161534;43189
Dubová_Lhota;157879;39533
Kozel;158943;40595
Vlèí;158438;40081
Lasvice;162267;43909
Døevèice;161846;43488
Strachaly;161643;43274
elèany;158814;40444
Tøebichovice;160609;42237
Zbeèno;160134;41761
Dehtín;158231;39858
Karasy;162018;43642
Obrok;161753;43374
Støíovice;158758;40375
Úborsko;157861;39476
Vrakov;161195;42804
Rovné;161279;42887
Plešiny;157980;39587
Krabèice;161297;42904
Koryta;158044;39646
Tøebıcinka;158352;39953
Sukorady;161698;43295
Tupadly;158094;39683
Vodochody;161157;42744
Øenèe;158656;40243
Dobranov;162196;43783
Volduchy;159283;40869
Újezd_nad_Zbeènem;160133;41712
Uhlištì;157701;39273
Hadrava;157798;39370
Chválenice;158858;40428
Lindava;162392;43961
izníkov;162171;43737
Novı_Šidlov;162265;43829
Svitava;162341;43902
Miletice;157939;39499
Soustov;158007;39561
Snìdovice;161611;43163
Køovice;160919;42457
Robeè;161732;43269
Lhùta;159046;40583
Nezbavìtice;158896;40431
Tuchlovice;160442;41973
Kvíèek;160701;42225
Netunice;158772;40292
Roztoky;160085;41604
Osek;158711;40230
Smeèno;160603;42121
Švihov;158340;39853
Velkı_Hubenov;161692;43203
Tøebnuška;159654;41164
Hospozínek;161059;42561
Sosnová;162096;43597
Tetìtice;158097;39595
Svojkov;162302;43797
Sebeèice;159584;41076
Jíno;158430;39921
Øakom;158178;39668
Piessnig;162245;43735
Køivoklát;160121;41611
Krby;162047;43536
Struhadlo;158047;39535
Mokrouše;159088;40574
Tmáò;160912;42395
elevèice;160826;42308
Pøelíc;160658;42138
Kmetinìves;160989;42468
Vodokrty;158689;40164
Sklená_Hut’;159426;40901
Nebílovy;158816;40287
Radešínek;161083;42545
Krompach;162650;44105
Lány;160399;41851
Horní_Nezdice;158502;39950
Kaèice;160520;41964
Otruby;160806;42249
Litohlavy;159253;40694
Bakov;160852;42288
Libkov;157972;39403
Kalovice;161784;43215
Terešov;159669;41099
Mìsteèko;160162;41591
Tymákov;159101;40529
Nebílovskı_Borek;158885;40313
Roudnice_nad_Labem;161361;42785
Orlovice;157848;39271
Tıøovice;159938;41357
Slavíkovice;158037;39451
Skomelno;159512;40926
Poštovice;161001;42414
Klabava;159211;40618
Skryje;159888;41293
Luany;158549;39947
Bílá_Skála;159634;41032
Krasavce;158716;40113
Lhovice;158411;39804
Pøedenice;158798;40190
Èervené_Døevo;157749;39138
Snopoušovy;158765;40152
Pihel;162317;43698
Trpomìchy;160803;42183
Drchkov;160851;42226
Vílov;158072;39442
Poleò;158160;39530
Louèim;157975;39336
Vetlá;161510;42867
Litice;161962;43317
Vìdlice;161687;43038
Fuchsberg;157797;39143
Tuøany;160762;42107
Zdeslav;158141;39481
Mstice;158505;39841
Podlusky;161352;42686
Vøeskovice;158481;39813
Šlapanice;161007;42334
Rynholec;160441;41767
Èiice;158873;40194
Úsilov;158070;39381
Høebeèníky;159951;41260
Chotovice;162369;43678
Dolní_Lukavice;158726;40033
Rudoltice;158114;39417
Skoèice;158592;39894
Chodská_Lhota;157947;39249
Trnèí;158336;39637
Smrovice;158000;39291
Stupno;159438;40728
Mostištì;159603;40892
Hlohovice;159646;40930
Lotouš;160801;42081
Liška;158187;39460
Všenice;159417;40682
Stvolínky;162023;43286
Bušovice;159346;40604
Èanovice;160687;41943
Štìnovice;158946;40199
Vyšínek;160955;42206
Horomyslice;159269;40519
Chalupy;157873;39120
Hradèany;158811;40056
Novı_Bor;162424;43667
erovice;158663;39905
Luèice;158249;39488
Dobøíkov;158009;39246
Èerníkov;158153;39390
Biøkov;158458;39690
Chudenice;158293;39522
Roupov;158523;39747
Horní_Lukavice;158759;39981
Kutrovice;160837;42057
Kalinova_Ves;159864;41083
Sruby;157808;39022
Zvíkovec;159853;41066
Nové_Strašecí;160489;41701
Svobodná_Ves;161888;43096
Vojenice;159692;40897
Sedlecko;159379;40584
Loucká;161104;42309
Lukovsko;161886;43086
Køíše;159459;40659
Mšecké_ehrovice;160573;41769
Bøehoryje;161732;42927
Pomezí;157847;39040
Útušice;158969;40146
Ruda;160450;41627
Polepy;161618;42793
Robèice;158938;40112
Bolkov;158507;39672
Vranovice;159505;40667
Úštìk;161871;43030
Slabce;160000;41144
Plchov;160817;41960
Jištìrpy;161723;42865
Ryšín;160224;41360
Rohatce;161473;42607
Maxovna;160372;41493
Strunice;162230;43350
Otìšice;158541;39661
Nìmèovice;159606;40725
Skupá;160055;41173
Kanièky;158319;39437
Tøebíz;160863;41972
Øedhoš;161128;42231
Dubièná;161964;43064
Zábìlá;159265;40363
Roudníèek;161246;42343
Písty;161356;42453
Chocomyšl;158295;39392
Modøejovice;159978;41072
Lièenice;161942;43034
Zimoø;161851;42942
Jedlièná;162530;43621
Budynì_nad_Ohøí;161294;42378
Polevsko;162517;43599
Strıèkovice;158410;39487
Kobylníky;160925;42001
Chockov;159665;40740
Všepadly;158243;39316
Habrová;159383;40450
Všeruby;157890;38950
Dnìsice;158735;39794
Pozdeò;160775;41831
Studená;159874;40929
Prapoøištì;158028;39074
Nuènice;161635;42680
Starı_Tın;161940;42984
Úboè;158219;39261
Doudlevce;159102;40144
Hlince;159834;40875
Tøebutièky;161730;42769
Mšec;160657;41695
Prácheò;162454;43490
Rakolusky;159760;40790
Chøíè;159910;40938
Skála;161489;42515
Nynice;159507;40533
Kostelec_nad_Ohøí;161261;42284
Klobuky;160941;41962
Studánky;157960;38977
Drovice;161962;42979
Pøestavlky;158719;39733
Tøímany;159809;40822
Podbradec;161165;42178
Vrbièany;160986;41987
Bujesily;159727;40723
Lesné;162774;43763
Kloušov;158552;39540
Stoupno;162256;43243
Falknov;162591;43578
Dolní_Falknov;162613;43600
Lískı;160802;41787
Brozany;161454;42436
Úlíkov;158204;39173
Bílı_Kostelec;162043;43004
Rozhled;162767;43727
Hrdly;161549;42509
Travèice;161610;42569
Horní_Police;162253;43212
Zádušníky;161615;42570
Dolní_Vysoké;161936;42888
abovøesky_nad_Ohøí;161322;42273
Kokovice;160947;41894
Holovousy;159897;40844
Èernochov;161129;42076
Kamenickı_Šenov;162475;43419
Novosedlo;162202;43142
Varnsdorf;162917;43855
Srbeè;160719;41650
Telce;160990;41916
Skály;160991;41910
Tøeboutice;161688;42601
Mlıny;162596;43509
Zichovec;160867;41778
Bílichov;160839;41749
Zemìtice;158651;39559
Podìvousy;158488;39393
Sobìnice;161821;42724
Liblín;159734;40633
Velkı_Újezd;161746;42640
Zruè;159382;40274
Štítovky;158007;38899
Bdín;160685;41576
Tøebín;162044;42934
ichlice;159487;40376
Bròany;161539;42426
Vstiš;158863;39745
Rochov;161470;42352
Hlohovèice;158466;39341
Vodní_Újezd;158904;39773
Evaò;161229;42087
Poplze;161274;42131
Lubná;160246;41102
Krakovec;160060;40915
Velká_Bukovina;162337;43190
Bıèkovice;161791;42641
Levínské_Petrovice;162018;42866
Kozojedy;159780;40627
ïáry;160187;41033
Milíèov;160006;40848
Spáòov;158126;38962
Skvròany;159158;39993
Øevnièov;160592;41425
Èelákovy;158685;39517
Pøerubenice;160695;41523
Èeské_Kopisty;161678;42505
Brodeslavy;159852;40671
Zahoøany;158189;39006
Losina;158841;39653
Hromnice;159517;40324
Šípy;160046;40849
Loveèkovice;161989;42789
Starı_Klíèov;158080;38879
Starı_Šachov;162288;43081
Dolní_Tınec;161917;42710
Pøíèina;160210;41002
Krchleby;158542;39331
Verneøice;162116;42903
Krásné_Pole;162725;43507
Podviní;161753;42532
Krušovice;160550;41328
Sedlice;158199;38975
Tøemošná;159411;40185
Dobøíè;159631;40405
Dubany;161271;42038
Kerhartice;162463;43229
Dolní_Hradištì;159724;40489
Náèkovice;162063;42823
Mantov;158875;39628
Èerniv;161424;42177
Vinné;161872;42623
Línì;159023;39771
Dolní_Šebíøov;162038;42778
Líska;162623;43355
Lerchenthal;162425;43155
Valkeøice;162246;42966
Lelov;158783;39502
Pohoøany;161792;42510
Døevec;159905;40621
Hlohová;158509;39224
Chotìšov;158893;39608
Záluí;159407;40118
Všesulov;160127;40833
Touchoøiny;162002;42707
Èáslav;162116;42818
Osvraèín;158442;39141
Chøibská;162755;43453
Tøebušín;161919;42616
Tlumaèov;158091;38787
itenice;161777;42470
Vejprnice;159136;39829
Malonice;158367;39057
Vrbno_nad_Lesy;161032;41721
Stradonice;161194;41877
Mlékojedy;161686;42358
Františkov;158390;39053
Høíškov;160932;41593
Sluková;162192;42851
Lukavec;161605;42257
Chotimìø;158415;39066
Touetín;161009;41658
Stod;158845;39494
Senomaty;160314;40961
Kolany;159980;40623
Staòkov;158571;39209
Nová_Kubice;157952;38590
Klapı;161381;42019
Malesice;159268;39896
Rumburk;163045;43671
Pokratice;161754;42379
Paseènice;158061;38686
Folmava;157927;38551
Pøívozec;158400;39023
Øepèice;161949;42571
Dolní_Chøibská;162766;43382
Ohuèov;158626;39239
Studenı;162704;43310
Všeradištì;161929;42533
Køekovice;160158;40762
Haslice;161994;42597
alhostice;161674;42274
Úherce;159044;39641
Rychnov;162197;42788
elevice;161267;41857
Tluèná;159118;39706
Nouzov;160347;40934
Vránov;158533;39119
Kamenická_Nová_Víka;162492;43076
Zubrnice;162078;42661
Václavy;160204;40783
Domalice;158210;38789
Bláhov;162027;42606
Tøeboc;160686;41258
Divice;160883;41451
Nıøany;159077;39636
Rıdeè;161941;42487
Øetouò;161977;42523
Radonice_nad_Ohøí;161213;41757
Køenovy;158525;39065
Rynartice;162726;43263
Mexiko;159059;39596
Staré_Doubice;162845;43378
Hradec;158832;39364
Kvíèovice;158689;39219
Michalovice;161717;42246
Knobloška;161739;42268
Krásnı_Buk;162945;43471
Kralovice;159942;40462
Janská;162574;43090
Babylon;158076;38588
Lhota_pod_Pannou;162012;42518
Lovosice;161648;42153
Øeøichy;160253;40757
Pøílepy;160394;40898
Lhota_pod_Dbánem;160697;41197
Veltìe;161130;41626
Nebøeziny;159746;40241
Kaznìjov;159658;40149
Hradecko;160028;40518
Starı_Jiøíkov;163204;43692
Hlinná;161832;42320
Puclice;158572;39058
Rytíøov;162229;42713
Neumìø;158712;39192
Vísky;159546;40021
Štichov;158672;39147
Mìsto_Touškov;159283;39753
Hadaèka;159886;40356
Babiny_Pøední;161925;42394
Velké_ernoseky;161726;42191
Myslinka;159194;39657
Brodec;160944;41405
Lisov;158843;39303
Lhotka_nad_Labem;161682;42142
Tøebnice;158335;38791
Suletice;162054;42506
Velká_Chmelišná;160204;40655
Saluschen;158971;39422
Jedlka;162380;42831
Staré_Køeèany;163041;43489
Tøebenice;161524;41970
Košálov;161559;42002
