a;b;c
Dolní_Slivno;160988;44198
Pole;158130;41339
Nová_Ves_u_Bakova;161570;44779
Čímice;157612;40818
Slavětín;158485;41688
Dobříš;159300;42502
Čihátka;161606;44807
Radoňovice;162143;45341
Chouzavá;159481;42678
Jablonec_nad_Nisou;162318;45513
Lešetice;158871;42063
Jirsko;161878;45070
Bohdašice;157379;40568
Lahovičky;160004;43191
Malý_Radkov;157265;40446
Annín;157357;40537
Hlubyně;158591;41770
Dolní_Mokropsy;159810;42989
Přední_Poříčí;158640;41818
Záryby;160706;43878
Veliký_Brázdim;160611;43778
Sovínky;161194;44361
Velký_Bor;157127;40293
Horní_Mokropsy;159787;42950
Niměřice;161266;44425
Vatětice;157315;40473
Zadní_Poříčí;158662;41817
Rabí;157698;40853
Křenek;160735;43888
Stříbrná_Lhota;159571;42718
Sovenice;161835;44982
Mohelnice_nad_Jizerou;161791;44933
Vrchovina;162075;45216
Všenory;159772;42912
Hodkovice_nad_Mohelkou;162131;45270
Kytín;159522;42657
Zavržice;158823;41954
Suchodol;159117;42247
Dubno;159027;42155
Rok;157512;40638
Čepice;157661;40787
Velká_Chuchle;160038;43161
Krušiny;161186;44306
Záhrobí;158428;41547
Pětikozly;161317;44436
Dolní_Cetno;161294;44409
Zahorčičky;158168;41281
Horažďovická_Lhota;157935;41048
Rádlo;162235;45347
Dřísy;160819;43931
Vojna;158848;41959
Veleň;160554;43663
Rosovice;159221;42327
Líha;159110;42216
Třebsko;158802;41903
Pročevily;158577;41674
Dolní_Černošice;159895;42990
Žežice;158898;41992
Bukovno;161430;44522
Černošice;159872;42959
Vrabcov;157484;40570
Sonnberg;157116;40193
Rýnovice;162377;45453
Záskalí;162196;45264
Narysov;158851;41913
Holšiny;159233;42294
Kobyly;161953;45013
Dobřichovice;159768;42824
Chanovice;158096;41152
Třeboradice;160519;43573
Dobršín;157636;40683
Budětice;157707;40754
Podhora;161841;44886
Leletice;158481;41525
Chvalčovice;162059;45103
Jeřmanice;162239;45281
Vševily;158609;41648
Janov_nad_Nisou;162471;45507
Ovčáry;160810;43842
Kostelec_nad_Labem;160725;43757
Příbram;159008;42031
Hartmanice;157342;40364
Nezdřev;158165;41184
Krpy;161051;44070
Nedomice;160831;43848
Zdaboř;158956;41971
Tisov;158452;41466
Hrabětice;162517;45525
Rudeč;160754;43755
Vlkonice;157761;40761
Prášily;157136;40134
Jetenovice;158006;41003
Nesvačily;158744;41737
Kojovice;160978;43971
Ďáblice;160466;43457
Vonoklasy;159840;42830
Buřínsko;161891;44876
Řevnice;159725;42708
Lukášov;162411;45393
Hovorčovice;160572;43554
U_Lesa;159248;42227
Bílá;162127;45106
Kováň;161355;44333
Nové_Košátky;161012;43986
Jinonice;160161;43135
Halouny;159639;42610
Vacíkov;158542;41512
Černíč;157802;40765
Třebotov;159912;42874
Mělnické_Vtelno;161127;44085
Trhové_Dušníky;159084;42037
Libíč;162009;44960
Vysoké_Lávky;157226;40154
Frauenthal;157259;40187
Měšice;160634;43560
Zadní_Kopanina;160020;42945
Zamachy;161230;44154
Dolní_Staňkov;157511;40435
Řesanice;158210;41133
Lazec;158968;41889
Zámlyní;158365;41282
Kardavec;159138;42053
Tedražice;157647;40561
Újezd_u_Kasejovic;158328;41237
Glaserwald;157304;40213
Vratislavice_nad_Nisou;162380;45287
Mořinka;159805;42712
Dolní_Rokytá;161754;44658
Rašovka;162234;45136
Svinaře;159653;42553
Šimonovice;162260;45158
Hoděmyšl;158762;41659
Plužná;161516;44412
Kozičín;158960;41854
Choteč;159957;42849
Vicmanov;161874;44762
Zadní_Třebaň;159738;42624
Metly;158405;41291
Františkova_Ves;157513;40398
Dolní_Chabry;160468;43345
Pozdyně;158462;41337
Český_Dub;162114;44989
Bílý_Potok;162796;45666
Vlčetín;162183;45052
Vrtky;161978;44845
Líbeznice;160614;43481
Přibyslavice;161948;44814
Pakoměřice;160578;43443
Odolenov;157578;40437
Dolní_Láz;158889;41747
Lhota_u_Příbramě;159085;41942
Vlastějov;157435;40284
Byšice;160993;43834
Drahlovice;159584;42424
Nantiškov;161997;44833
Horní_Přívory;160918;43753
Zlonín;160690;43523
Malý_Chlumec;159427;42260
Voltuš;158695;41527
Neprochovy;157966;40794
Bratkovice;159169;41997
Ořech;160064;42890
Chloumek;158355;41177
Kadlín;161278;44099
Žebice;161318;44137
Starý_Rožmitál;158739;41557
Starý_Dub;162158;44976
Podbrdy;159562;42380
Kněžičky;162117;44934
Zdiby;160538;43354
Oseč;159054;41869
Veltěž;160536;43344
Roveň;162102;44903
Starý_Harcov;162466;45266
Dolní_Přívory;160919;43718
Prosíčka;161893;44685
Pilínkov;162325;45115
Všelibice;162067;44854
Valovice;161479;44266
Zbynice;157718;40504
Lobkovice;160809;43593
Zbuzany;160077;42860
Mochov;157400;40180
Svojšice;157576;40355
Nalžovy;157869;40646
Stříbrné_Hory;157859;40634
Zdibsko;160598;43372
Dominikální_Paseky;159218;41991
Přemyšlení;160538;43307
Liblice;161003;43771
Starý_Smolivec;158485;41250
Letovy;157828;40593
Životice;158293;41056
Poučník;159779;42541
Budňany;159803;42565
Modlibohov;162190;44946
Liteň;159692;42447
Lesnovek;162054;44805
Osov;159502;42252
Obecnice;159092;41842
Trněný_Újezd;159909;42656
Lešišov;157639;40386
Zalány;158828;41574
Kašovice;157681;40423
Těchonice;157980;40714
Řepín;161173;43904
Nové_Město_pod_Smrkem;162960;45688
Přebytek;162878;45605
Budislavice;158418;41143
Neratovice;160830;43553
Sobákov;162195;44916
Všeradice;159596;42314
Lysolaje;160403;43119
Krupná;159771;42486
Chlumy;158201;40916
Předboj;160721;43430
Skřipel;159494;42201
Milčice;158108;40815
Věšín;158769;41473
Pích;157544;40248
Ludvíkov_pod_Smrkem;162924;45628
Přebudov;158385;41088
Tajná;161339;44041
Jinočany;160105;42806
Živonín;161215;43907
Řepy;160217;42909
Krutěnice;157793;40483
Dolní_Hanychov;162374;45063
Nekvasovy;158191;40877
Ústaleč;157811;40494
Tachlovice;160046;42722
Ruzyně;160259;42932
Zlíčín;160198;42869
Klecany;160563;43234
Korno;159746;42411
Klíčany;160646;43303
Horní_Krupá;161858;44508
Karlinky;162413;45062
Hory_Matky_Boží;157657;40305
Lužce;159949;42590
Přestanice;157597;40236
Kracmanov;161979;44618
Bezdědičky;159393;42030
Fojtka;162614;45250
Loužná;158067;40702
Horní_Staňkov;157624;40256
Horňátky;160793;43424
Stránka;161354;43983
Vavřinec;161038;43654
Staré_Pavlovice;162518;45132
Hlínoviště;161641;44254
Srbsko;159799;42408
Židlov;161916;44518
Zámyšl;157529;40128
Čmeliny;158364;40963
Liškov;158415;41012
Želvice;158291;40887
Horoměřice;160422;43016
Zavlekov;157880;40471
Spáleniště;157468;40057
Mohelnice;158338;40925
Měrčín;158464;41050
Žalov;160528;43112
Ostašov;162464;45042
Buršice;157835;40407
Na_Štěpáně;160926;43487
Nehodiv;158114;40669
Ujčín;157712;40264
Stráž_nad_Nisou;162531;45080
Maňovice;158250;40795
Tobolka;159749;42292
Osečná;162224;44764
Kuřívody;161874;44413
Korycany;160816;43351
Oldřichov_v_Hájích;162719;45251
Rejkovice;159379;41909
Zborovy;158019;40547
Lobeč;161473;44000
Malý_Újezd;161064;43589
Gerlova_Huť;157335;39859
Velhartice;157649;40169
Srbská;163164;45684
Krásná_Studánka;162584;45100
Drahelčice;160102;42609
Podmoráň;160546;43052
Suchomasty;159665;42170
Řež;160567;43072
Holičky;162158;44663
Tojice;158376;40880
Kramolín;158227;40731
Břve;160226;42730
Statenice;160456;42956
Svatý_Jan_pod_Skalou;159901;42399
Pamferhütte;157277;39770
Vlčnov;157886;40378
Úholičky;160516;43006
Loděnice;159984;42474
Třebčice;158347;40836
Vlčkovice;157826;40314
Obříství;160947;43435
Hnačov;157958;40445
Křešín;159358;41844
Dolní_Novina;162108;44594
Odolena_Voda;160747;43232
Skránčice;157930;40406
Litovice;160245;42716
Karlov_pod_Ještědem;162477;44948
Nicov;158026;40496
Tetín;159838;42307
Plánička;157905;40373
Druzcov;162308;44776
Kozlovice;158288;40748
Bezděz;161708;44166
Nový_Brunst;157365;39822
Raspenava;162893;45344
Smetalky;158500;40950
Koněprusy;159747;42197
Pohoří;158141;40587
Velký_Borek;161105;43546
Kanina;161359;43800
Vráž;159947;42387
Vrčeň;158425;40857
Chýnov;160622;43050
Železný_Újezd;158594;41018
Chlumín;160925;43348
Mlázovy;157804;40226
Příbohy;161495;43916
Úhonice;160139;42559
Tuchoměřice;160433;42847
Libomyšl;159592;41996
Míšov;158783;41185
Tmaň;159703;42101
Chvalšovice;157560;39958
Nové_Mitrovice;158655;41051
Pancíř;157370;39761
Nepomuk;158356;40747
Mlýnice;162705;45094
Brusné;161506;43887
Svébořice;162108;44479
Rpety;159450;41815
Plánice;158048;40413
Lichoceves;160489;42853
Střítež;157771;40126
Kozomín;160758;43113
Lounín;159698;42051
Křížatka;159766;42112
Zlončice;160732;43073
Svrkyně;160548;42885
Slavíky;159726;42061
Netolice;159525;41858
Podluhy;159410;41741
Neřežín;159316;41646
Ptice;160169;42498
Pazderna;160458;42786
Olešno;161496;43822
Houska;161568;43891
Kryštofovo_Údolí;162478;44800
Vojtěchov;161477;43794
Mítov;158695;41006
Onen_Svět;157544;39842
Jesení;157589;39886
Frýdlant;162948;45239
Dobrovíz;160362;42653
Hořín;161103;43393
Tržek;157784;40067
Středokluky;160423;42703
Zelčín;161040;43316
Konrádov;161542;43814
Bulovka;163108;45371
Střednice;161300;43561
Otmíče;159581;41841
Chlístov;157824;40083
Okoř;160518;42776
Svárov;160198;42452
Bystré;157943;40195
Nechanice;158662;40913
Vysoký;162773;45023
Malé_Číčovice;160497;42746
Útěchovice;162271;44519
Stašov;159627;41873
Žibřidice;162362;44605
Běloky;160421;42662
Ptákov;159349;41589
Mlazice;161192;43432
Číčov;158815;41055
Pšovka;161157;43396
Strážnice;161302;43540
Trokavec;158870;41107
Levín;159775;42012
Holubice;160650;42879
Louňová;158600;40828
Bradné;157634;39862
Vojovice;158286;40512
Tubož;161569;43786
Novotníky;158392;40607
Zdice;159719;41932
Prádlo;158411;40624
Kreslovna;158947;41160
Hole;160579;42792
Libečov;160087;42299
Pančava;158886;41095
Šemanovice;161458;43665
Hořehledy;158747;40941
Dolní_Vítkov;162697;44891
Trubín;159820;42007
Hořákov;157711;39898
Těně;159204;41388
Radochovy;158253;40436
Vystrkov;159438;41620
Hýskov;159970;42152
Zdislava;162448;44629
Těšetiny;157915;40090
Zdejcina;159936;42110
Jivina;159339;41513
Lužec_nad_Vltavou;161028;43201
Bukol;161032;43205
Habartice;158049;40217
Sitné;161420;43577
Černín;159768;41923
Čepinec;158298;40453
Myť;158566;40717
Chlustina;159609;41759
Skořice;158969;41116
Střeziměř;157862;40008
Zbyslav;158135;40280
Ždírec;158572;40716
Otvovice;160677;42819
Vehlovice;161259;43399
Mikovice;160738;42878
Křivousy;160977;43116
Tlustice;159520;41657
Chyňava;160088;42222
Křištín;157880;40013
U_Nového_Mostu;162027;44159
Městiště;157586;39712
Trubská;159856;41980
Lučiště;158837;40960
Veltrusy;160865;42986
Horní_Pertoltice;163141;45260
Hojsova_Stráž;157475;39593
Zákolany;160630;42747
Unhošť;160273;42390
Struhaře;158688;40798
Střezivojice;161572;43673
Hoštice;157996;40094
Kozí;157782;39879
Nové_Tupadly;161412;43505
Beškov;161652;43739
Radinovy;157843;39929
Obytce;158050;40136
Datelov;157597;39680
Schödelhöfe;157494;39575
Svatá;159805;41885
Na_Rozkosi;162573;44651
Zbyny;161773;43849
Malé_Kyšice;160195;42271
Pečetín;158140;40214
Dolní_Vidim;161521;43592
Vraňany;161015;43085
Buštěhrad;160499;42567
Kluk;161636;43701
Myslovice;158102;40161
Spálené_Poříčí;158764;40817
Stará_Skalka;161804;43856
Příkosice;158938;40990
Prenet;157569;39617
Dřetovice;160585;42631
Třebíšov;158184;40229
Nedamov;161688;43730
Netřeby;160424;42465
Želízy;161356;43394
Liběchov;161305;43340
Minkovice;163051;45084
Jítrava;162536;44566
Noviny_pod_Ralskem;162215;44241
Splž;157706;39731
Stehelčeves;160549;42573
Žitín;158404;40427
Lukavice;157792;39815
Hleďsebe;160897;42915
Staré_Splavy;161882;43898
Kosmáčov;158012;40027
Velké_Přítočno;160373;42385
Děpoltice;157643;39652
Chocenice;158552;40560
Mlčechvosty;161018;43020
Nová_Starost;162499;44499
Otročiněves;159938;41936
Domažličky;158145;40142
Kařízek;159403;41399
Cerhovice;159519;41504
Petrovičky;158194;40178
Višňova;163093;45075
Pertoltice_pod_Ralskem;162176;44157
Nové_Ouholice;160966;42947
Braškov;160326;42302
Mirošov;159001;40974
Bolešiny;158112;40085
Nová_Skalka;161827;43799
Osinalice;161582;43552
Dobřív;159090;41060
Strážov;157770;39739
Krotějov;157710;39679
Mešno;158899;40866
Bíluky;158302;40267
Malá_Víska;157928;39892
V_Poli;163186;45146
Drozdov;159562;41522
Dolní_Suchá;162628;44588
Nové_Osinalice;161544;43502
Sobětice;157999;39955
Valdek;160315;42270
Kotousov;158579;40530
Lehom;157826;39772
Horní_Lhota;157894;39838
Vrchovany;161770;43713
Zelená_Lhota;157576;39518
Třenice;159541;41483
Kakejcov;158934;40873
Černousy;163214;45151
Makov;158236;40172
Vrapice;160525;42458
Valdov;162424;44351
Uhelná;162771;44694
Opálka;157770;39692
Zahorčice;157749;39669
Velký_Grunov;162224;44144
Grabštejn;162718;44633
Ješovice;161387;43300
Uhy;160910;42822
Slavošovice;158090;39998
Osinaličky;161552;43458
Javor;157840;39741
Třebusice;160642;42542
Matějovice;157631;39531
Bohatice;162141;44038
Filipovka;163163;45056
Neuměřice;160773;42660
Sazená;160977;42862
Lvová;162483;44365
Medový_Újezd;159276;41157
Velká_Bučina;160865;42741
Měčín;158336;40209
Kornatice;158909;40777
Nedanice;158297;40160
Skašov;158433;40294
Holousy;160636;42497
Hlemýždí;162277;44132
Dubiny;158567;40416
Žiznětice;157724;39570
Nedaničky;158289;40131
Dolní_Bezděkov;160273;42113
Letiny;158528;40366
Ves;163253;45087
Drahkov;158583;40417
Seč;158682;40515
Jablonné_v_Podještědí;162449;44282
Předslav;158232;40063
Velký_Valtinov;162379;44206
Provodín;161977;43804
Chocenický_Újezd;158620;40440
Žloukovice;160048;41867
Klatovy;158066;39885
Zdemyslice;158742;40559
Budihostice;160944;42761
Lomec;157988;39803
Vacovy;157951;39760
Zvoleněves;160740;42547
Ondřejovice;157824;39631
Jestřebí;161947;43754
Hrádek_nad_Nisou;162729;44534
Týček;159582;41383
Milence;157679;39478
Běleč;160180;41979
Oldřichov_na_Hranicích;162800;44598
Dolní_Dubová_Hora;161723;43520
Božíkov;162155;43946
Sirá;159429;41215
Veselá;159024;40808
Švermov;160534;42316
Novákovice;158002;39780
Žákava;158816;40592
Andělka;163207;44981
Třebýcina;158299;40071
Libkovice_pod_Řípem;161256;43027
Zbiroh;159553;41318
Točník;158190;39942
Janovice_nad_Úhlavou;157904;39654
Mečkov;158343;40092
Zákupy;162191;43936
Chlumánky;158757;40502
Únětice;158670;40410
Pchery;160620;42353
Zadní_Chalupy;157587;39315
Nové_Zákupy;162247;43975
Těškov;159367;41094
Drchlava;161846;43570
Petrovice_nad_Úhlavou;157832;39554
Svojkovice;159232;40945
Na_Januškách;159743;41454
Zátyní;161784;43491
Plískov;159499;41206
Raková;159041;40746
Rohozno;157959;39662
Žilina;160320;42017
Veselí;157919;39616
Velenice;162301;43992
Nýrsko;157740;39431
Bechlín;161332;43023
Štěpánovice;158169;39856
Sýkořice;160111;41795
Lhota_pod_Radčem;159448;41132
Mošnice;161686;43368
Mnetěš;161170;42845
Hněvice;161428;43103
Žižice;160788;42462
Luníkov;160811;42484
Vícenice;158226;39897
Senecká;160123;41789
Stáhlavice;158911;40573
Horšice;158501;40159
Radouň;161534;43189
Dubová_Lhota;157879;39533
Kozel;158943;40595
Vlčí;158438;40081
Lasvice;162267;43909
Dřevčice;161846;43488
Strachaly;161643;43274
Želčany;158814;40444
Třebichovice;160609;42237
Zbečno;160134;41761
Dehtín;158231;39858
Karasy;162018;43642
Obrok;161753;43374
Střížovice;158758;40375
Úborsko;157861;39476
Vražkov;161195;42804
Rovné;161279;42887
Plešiny;157980;39587
Krabčice;161297;42904
Koryta;158044;39646
Třebýcinka;158352;39953
Sukorady;161698;43295
Tupadly;158094;39683
Vodochody;161157;42744
Řenče;158656;40243
Dobranov;162196;43783
Volduchy;159283;40869
Újezd_nad_Zbečnem;160133;41712
Uhliště;157701;39273
Hadrava;157798;39370
Chválenice;158858;40428
Lindava;162392;43961
Žizníkov;162171;43737
Nový_Šidlov;162265;43829
Svitava;162341;43902
Miletice;157939;39499
Soustov;158007;39561
Snědovice;161611;43163
Křovice;160919;42457
Robeč;161732;43269
Lhůta;159046;40583
Nezbavětice;158896;40431
Tuchlovice;160442;41973
Kvíček;160701;42225
Netunice;158772;40292
Roztoky;160085;41604
Osek;158711;40230
Smečno;160603;42121
Švihov;158340;39853
Velký_Hubenov;161692;43203
Třebnuška;159654;41164
Hospozínek;161059;42561
Sosnová;162096;43597
Tetětice;158097;39595
Svojkov;162302;43797
Sebečice;159584;41076
Jíno;158430;39921
Řakom;158178;39668
Piessnig;162245;43735
Křivoklát;160121;41611
Krby;162047;43536
Struhadlo;158047;39535
Mokrouše;159088;40574
Tmáň;160912;42395
Želevčice;160826;42308
Přelíc;160658;42138
Kmetiněves;160989;42468
Vodokrty;158689;40164
Sklená_Hut’;159426;40901
Nebílovy;158816;40287
Radešínek;161083;42545
Krompach;162650;44105
Lány;160399;41851
Horní_Nezdice;158502;39950
Kačice;160520;41964
Otruby;160806;42249
Litohlavy;159253;40694
Bakov;160852;42288
Libkov;157972;39403
Kalovice;161784;43215
Terešov;159669;41099
Městečko;160162;41591
Tymákov;159101;40529
Nebílovský_Borek;158885;40313
Roudnice_nad_Labem;161361;42785
Orlovice;157848;39271
Týřovice;159938;41357
Slavíkovice;158037;39451
Skomelno;159512;40926
Poštovice;161001;42414
Klabava;159211;40618
Skryje;159888;41293
Lužany;158549;39947
Bílá_Skála;159634;41032
Krasavce;158716;40113
Lhovice;158411;39804
Předenice;158798;40190
Červené_Dřevo;157749;39138
Snopoušovy;158765;40152
Pihel;162317;43698
Trpoměchy;160803;42183
Drchkov;160851;42226
Vílov;158072;39442
Poleň;158160;39530
Loučim;157975;39336
Vetlá;161510;42867
Litice;161962;43317
Vědlice;161687;43038
Fuchsberg;157797;39143
Tuřany;160762;42107
Zdeslav;158141;39481
Mstice;158505;39841
Podlusky;161352;42686
Vřeskovice;158481;39813
Šlapanice;161007;42334
Rynholec;160441;41767
Čižice;158873;40194
Úsilov;158070;39381
Hřebečníky;159951;41260
Chotovice;162369;43678
Dolní_Lukavice;158726;40033
Rudoltice;158114;39417
Skočice;158592;39894
Chodská_Lhota;157947;39249
Trnčí;158336;39637
Smržovice;158000;39291
Stupno;159438;40728
Mostiště;159603;40892
Hlohovice;159646;40930
Lotouš;160801;42081
Liška;158187;39460
Všenice;159417;40682
Stvolínky;162023;43286
Bušovice;159346;40604
Čanovice;160687;41943
Štěnovice;158946;40199
Vyšínek;160955;42206
Horomyslice;159269;40519
Chalupy;157873;39120
Hradčany;158811;40056
Nový_Bor;162424;43667
Žerovice;158663;39905
Lučice;158249;39488
Dobříkov;158009;39246
Černíkov;158153;39390
Biřkov;158458;39690
Chudenice;158293;39522
Roupov;158523;39747
Horní_Lukavice;158759;39981
Kutrovice;160837;42057
Kalinova_Ves;159864;41083
Sruby;157808;39022
Zvíkovec;159853;41066
Nové_Strašecí;160489;41701
Svobodná_Ves;161888;43096
Vojenice;159692;40897
Sedlecko;159379;40584
Loucká;161104;42309
Lukovsko;161886;43086
Kříše;159459;40659
Mšecké_Žehrovice;160573;41769
Břehoryje;161732;42927
Pomezí;157847;39040
Útušice;158969;40146
Ruda;160450;41627
Polepy;161618;42793
Robčice;158938;40112
Bolkov;158507;39672
Vranovice;159505;40667
Úštěk;161871;43030
Slabce;160000;41144
Plchov;160817;41960
Jištěrpy;161723;42865
Ryšín;160224;41360
Rohatce;161473;42607
Maxovna;160372;41493
Stružnice;162230;43350
Otěšice;158541;39661
Němčovice;159606;40725
Skupá;160055;41173
Kaničky;158319;39437
Třebíz;160863;41972
Ředhošť;161128;42231
Dubičná;161964;43064
Zábělá;159265;40363
Roudníček;161246;42343
Písty;161356;42453
Chocomyšl;158295;39392
Modřejovice;159978;41072
Ličenice;161942;43034
Zimoř;161851;42942
Jedličná;162530;43621
Budyně_nad_Ohří;161294;42378
Polevsko;162517;43599
Strýčkovice;158410;39487
Kobylníky;160925;42001
Chockov;159665;40740
Všepadly;158243;39316
Habrová;159383;40450
Všeruby;157890;38950
Dněsice;158735;39794
Pozdeň;160775;41831
Studená;159874;40929
Prapořiště;158028;39074
Nučnice;161635;42680
Starý_Týn;161940;42984
Úboč;158219;39261
Doudlevce;159102;40144
Hlince;159834;40875
Třebutičky;161730;42769
Mšec;160657;41695
Prácheň;162454;43490
Rakolusky;159760;40790
Chříč;159910;40938
Skála;161489;42515
Nynice;159507;40533
Kostelec_nad_Ohří;161261;42284
Klobuky;160941;41962
Studánky;157960;38977
Držovice;161962;42979
Přestavlky;158719;39733
Třímany;159809;40822
Podbradec;161165;42178
Vrbičany;160986;41987
Bujesily;159727;40723
Lesné;162774;43763
Kloušov;158552;39540
Stoupno;162256;43243
Falknov;162591;43578
Dolní_Falknov;162613;43600
Líský;160802;41787
Brozany;161454;42436
Úlíkov;158204;39173
Bílý_Kostelec;162043;43004
Rozhled;162767;43727
Hrdly;161549;42509
Travčice;161610;42569
Horní_Police;162253;43212
Zádušníky;161615;42570
Dolní_Vysoké;161936;42888
Žabovřesky_nad_Ohří;161322;42273
Kokovice;160947;41894
Holovousy;159897;40844
Černochov;161129;42076
Kamenický_Šenov;162475;43419
Novosedlo;162202;43142
Varnsdorf;162917;43855
Srbeč;160719;41650
Telce;160990;41916
Skály;160991;41910
Třeboutice;161688;42601
Mlýny;162596;43509
Zichovec;160867;41778
Bílichov;160839;41749
Zemětice;158651;39559
Poděvousy;158488;39393
Soběnice;161821;42724
Liblín;159734;40633
Velký_Újezd;161746;42640
Zruč;159382;40274
Štítovky;158007;38899
Bdín;160685;41576
Třebín;162044;42934
Žichlice;159487;40376
Brňany;161539;42426
Vstiš;158863;39745
Rochov;161470;42352
Hlohovčice;158466;39341
Vodní_Újezd;158904;39773
Evaň;161229;42087
Poplze;161274;42131
Lubná;160246;41102
Krakovec;160060;40915
Velká_Bukovina;162337;43190
Býčkovice;161791;42641
Levínské_Petrovice;162018;42866
Kozojedy;159780;40627
Žďáry;160187;41033
Milíčov;160006;40848
Spáňov;158126;38962
Skvrňany;159158;39993
Řevničov;160592;41425
Čelákovy;158685;39517
Přerubenice;160695;41523
České_Kopisty;161678;42505
Brodeslavy;159852;40671
Zahořany;158189;39006
Losina;158841;39653
Hromnice;159517;40324
Šípy;160046;40849
Lovečkovice;161989;42789
Starý_Klíčov;158080;38879
Starý_Šachov;162288;43081
Dolní_Týnec;161917;42710
Příčina;160210;41002
Krchleby;158542;39331
Verneřice;162116;42903
Krásné_Pole;162725;43507
Podviní;161753;42532
Krušovice;160550;41328
Sedlice;158199;38975
Třemošná;159411;40185
Dobříč;159631;40405
Dubany;161271;42038
Kerhartice;162463;43229
Dolní_Hradiště;159724;40489
Náčkovice;162063;42823
Mantov;158875;39628
Černiv;161424;42177
Vinné;161872;42623
Líně;159023;39771
Dolní_Šebířov;162038;42778
Líska;162623;43355
Lerchenthal;162425;43155
Valkeřice;162246;42966
Lelov;158783;39502
Pohořany;161792;42510
Dřevec;159905;40621
Hlohová;158509;39224
Chotěšov;158893;39608
Záluží;159407;40118
Všesulov;160127;40833
Touchořiny;162002;42707
Čáslav;162116;42818
Osvračín;158442;39141
Chřibská;162755;43453
Třebušín;161919;42616
Tlumačov;158091;38787
Žitenice;161777;42470
Vejprnice;159136;39829
Malonice;158367;39057
Vrbno_nad_Lesy;161032;41721
Stradonice;161194;41877
Mlékojedy;161686;42358
Františkov;158390;39053
Hříškov;160932;41593
Sluková;162192;42851
Lukavec;161605;42257
Chotiměř;158415;39066
Toužetín;161009;41658
Stod;158845;39494
Senomaty;160314;40961
Kožlany;159980;40623
Staňkov;158571;39209
Nová_Kubice;157952;38590
Klapý;161381;42019
Malesice;159268;39896
Rumburk;163045;43671
Pokratice;161754;42379
Pasečnice;158061;38686
Folmava;157927;38551
Přívozec;158400;39023
Řepčice;161949;42571
Dolní_Chřibská;162766;43382
Ohučov;158626;39239
Studený;162704;43310
Všeradiště;161929;42533
Křekovice;160158;40762
Haslice;161994;42597
Žalhostice;161674;42274
Úherce;159044;39641
Rychnov;162197;42788
Želevice;161267;41857
Tlučná;159118;39706
Nouzov;160347;40934
Vránov;158533;39119
Kamenická_Nová_Víka;162492;43076
Zubrnice;162078;42661
Václavy;160204;40783
Domažlice;158210;38789
Bláhov;162027;42606
Třeboc;160686;41258
Divice;160883;41451
Nýřany;159077;39636
Rýdeč;161941;42487
Řetouň;161977;42523
Radonice_nad_Ohří;161213;41757
Křenovy;158525;39065
Rynartice;162726;43263
Mexiko;159059;39596
Staré_Doubice;162845;43378
Hradec;158832;39364
Kvíčovice;158689;39219
Michalovice;161717;42246
Knobloška;161739;42268
Krásný_Buk;162945;43471
Kralovice;159942;40462
Janská;162574;43090
Babylon;158076;38588
Lhota_pod_Pannou;162012;42518
Lovosice;161648;42153
Řeřichy;160253;40757
Přílepy;160394;40898
Lhota_pod_Džbánem;160697;41197
Veltěže;161130;41626
Nebřeziny;159746;40241
Kaznějov;159658;40149
Hradecko;160028;40518
Starý_Jiříkov;163204;43692
Hlinná;161832;42320
Puclice;158572;39058
Rytířov;162229;42713
Neuměř;158712;39192
Vísky;159546;40021
Štichov;158672;39147
Město_Touškov;159283;39753
Hadačka;159886;40356
Babiny_Přední;161925;42394
Velké_Žernoseky;161726;42191
Myslinka;159194;39657
Brodec;160944;41405
Lisov;158843;39303
Lhotka_nad_Labem;161682;42142
Třebnice;158335;38791
Suletice;162054;42506
Velká_Chmelišťná;160204;40655
Saluschen;158971;39422
Jedlka;162380;42831
Staré_Křečany;163041;43489
Třebenice;161524;41970
Košťálov;161559;42002
Kamenný_Újezd;159108;39551
Ves_Touškov;158917;39358
Tašov;161966;42407
Všemily;162681;43121
Vitín;162160;42600
Malá_Veleň;162373;42812
Jeníkovice;158393;38828
Srbská_Kamenice;162625;43058
Semošice;158523;38952
Vlčí_Hora;162983;43406
Vojničky;161371;41792
Pec;158075;38494
Tschersing;161937;42351
Rybnice;159707;40121
Solopysky;160829;41239
Byňov;162050;42459
Klečetné;160282;40688
Senkov;160940;41345
Stýskaly;159488;39891
Zadní_Lhota;162206;42605
Líšľany;160999;41398
Čeminy;159360;39759
Trhanov;158145;38537
Nevřeň;159433;39825
Luženice;158287;38675
Horní_Valdorf;158413;38801
Tatiná;159515;39899
Kolešovice;160447;40831
Huntířov;162526;42910
Plasy;159790;40171
Přerov;162194;42574
Soutěsky;162401;42779
Nové_Křečany;163067;43441
Nemschen;161974;42347
Panský;163041;43403
Vršovice;161179;41526
Honezovice;158842;39188
Bílinka;161668;42009
Zbrašín;160958;41298
Březiny;162435;42775
Horšovský_Týn;158495;38832
Boreč;161628;41965
Podsedice;161510;41845
Konětopy;160857;41191
Povrly;162153;42481
Obřice;161533;41859
Krašovice;159591;39916
Režný_Újezd;161658;41982
Děčany;161403;41725
Vítov;162096;42416
Podražnice;158575;38889
Solany;161446;41756
Pnětluky;160801;41111
Bechlejovice;162410;42720
Svatý_Hubert;160227;40536
Mračnice;158396;38701
Libochovany;161813;42117
Veclov;160559;40862
Jakuby;162288;42591
